,company,job-title,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count
8535,amazon,Amazon Flex,1.0,1.0,1.0,1.0,1.0,1.0,1
8536,amazon,Stower,5.0,5.0,5.0,5.0,5.0,5.0,1
8538,amazon,Customer Service Representative,4.0,3.0,3.0,3.0,3.0,3.0,0
8540,amazon,Senior Program Manager,3.0,2.0,3.0,4.0,2.0,4.0,1
8542,amazon,Shift Manager,5.0,3.0,5.0,5.0,4.0,4.0,0
8543,amazon,Transportation Manager,5.0,3.0,5.0,5.0,5.0,4.0,0
8545,amazon,Warehouse Associate,5.0,3.0,5.0,5.0,5.0,3.0,0
8546,amazon,Shared Services,5.0,5.0,5.0,5.0,5.0,5.0,0
8548,amazon,Executive Assistant,5.0,5.0,5.0,5.0,5.0,5.0,2
8549,amazon,Executive Assistant,5.0,5.0,5.0,5.0,5.0,5.0,2
8550,amazon,Warehouse Associate,2.0,1.0,1.0,1.0,3.0,1.0,0
8555,amazon,Senior Software Development Manager,4.0,1.0,4.0,5.0,2.0,4.0,0
8557,amazon,Cloud Support Engineer,4.0,4.0,4.0,5.0,4.0,4.0,0
8560,amazon,Associate,1.0,1.0,1.0,2.0,1.0,2.0,2
8561,amazon,Technical Program Manager,5.0,1.0,5.0,5.0,3.0,5.0,0
8562,amazon,Senior Consultant,5.0,5.0,5.0,5.0,5.0,5.0,0
8563,amazon,Senior Technical Account Manager,5.0,4.0,5.0,5.0,5.0,5.0,0
8565,amazon,Business Operations Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
8567,amazon,Operations Manager,5.0,4.0,4.0,4.0,5.0,4.0,0
8570,amazon,Packer,2.0,5.0,2.0,2.0,5.0,2.0,0
8574,amazon,Outbound Problem Solver,4.0,3.0,5.0,5.0,5.0,4.0,0
8576,amazon,Outbound Order Picker,4.0,4.0,4.0,4.0,5.0,4.0,0
8579,amazon,Software Development Engineer,3.0,2.0,3.0,5.0,4.0,2.0,0
8581,amazon,Flex Shopper,1.0,3.0,1.0,1.0,2.0,1.0,2
8582,amazon,Software Development Engineer,1.0,1.0,1.0,4.0,1.0,1.0,2
8583,amazon,Senior Business Intelligence Engineer,4.0,3.0,5.0,5.0,4.0,4.0,1
8584,amazon,Sds,5.0,5.0,5.0,5.0,5.0,5.0,0
8586,amazon,Data Center Technician,5.0,5.0,5.0,5.0,5.0,5.0,0
8587,amazon,Senior Product Manager,5.0,3.0,5.0,5.0,4.0,5.0,2
8588,amazon,Senior Research Scientist,2.0,3.0,1.0,3.0,3.0,1.0,0
8590,amazon,Retail Experience Consultant,4.0,4.0,4.0,3.0,3.0,2.0,0
8591,amazon,SDEII,4.0,3.0,4.0,5.0,3.0,4.0,0
8593,amazon,Software Development Manager,4.0,3.0,4.0,4.0,3.0,2.0,0
8596,amazon,Outbound Order Picker,4.0,4.0,4.0,5.0,3.0,4.0,1
8598,amazon,Human Resources Assistant,5.0,5.0,5.0,5.0,5.0,5.0,2
8599,amazon,IT Support Engineer,3.0,2.0,2.0,4.0,2.0,3.0,1
8600,amazon,Reduced-time Warehouse Associate,3.0,3.0,3.0,2.0,4.0,2.0,0
8606,amazon,Laundry Attendant,5.0,5.0,5.0,5.0,5.0,5.0,0
8607,amazon,Onsite Medical Representative,5.0,5.0,5.0,3.0,4.0,5.0,0
8610,amazon,Prime Now Associate,5.0,5.0,5.0,5.0,4.0,4.0,2
8612,amazon,Solutions Architect,5.0,5.0,5.0,5.0,5.0,5.0,1
8613,amazon,Senior Technical Writer,5.0,5.0,5.0,5.0,5.0,4.0,1
8617,amazon,Logistic Ambassador Associate,4.0,5.0,4.0,3.0,3.0,4.0,0
8618,amazon,Software Development Engineer,4.0,4.0,4.0,5.0,4.0,3.0,0
8620,amazon,Delivery Driver,1.0,1.0,1.0,1.0,1.0,1.0,1
8621,amazon,Solutions Architect,5.0,5.0,5.0,5.0,5.0,5.0,1
8622,amazon,Area Manager,3.0,1.0,3.0,4.0,2.0,2.0,0
8623,amazon,Substitute Teacher,3.0,4.0,2.0,5.0,5.0,2.0,0
8628,amazon,Sortation Associate,1.0,1.0,1.0,1.0,2.0,1.0,0
8640,amazon,Water Spider,4.0,4.0,4.0,5.0,4.0,3.0,0
8641,amazon,Software Quality Assurance Engineer,4.0,3.0,5.0,5.0,4.0,4.0,0
8642,amazon,Associate,3.0,5.0,5.0,4.0,3.0,4.0,0
8644,amazon,Multi Site Safety Manager,3.0,1.0,4.0,4.0,4.0,3.0,0
8646,amazon,Project Manager,5.0,3.0,4.0,5.0,3.0,4.0,0
8647,amazon,Senior Manager,5.0,5.0,4.0,5.0,5.0,5.0,0
8648,amazon,Senior Technical Program Manager,5.0,4.0,5.0,5.0,5.0,5.0,0
8649,amazon,Systems Development Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
8650,amazon,Software Development Manager,5.0,5.0,5.0,5.0,4.0,5.0,0
8651,amazon,Warehouse,5.0,5.0,5.0,5.0,5.0,5.0,0
8652,amazon,Software Development Engineer,5.0,3.0,5.0,4.0,4.0,5.0,0
8653,amazon,Business Intelligence Engineer,5.0,3.0,none,4.0,4.0,4.0,0
8655,amazon,Warehouse Associate,1.0,1.0,1.0,1.0,5.0,1.0,0
8657,amazon,Applied Scientist,5.0,5.0,5.0,5.0,4.0,4.0,2
8658,amazon,Job Shopper,4.0,5.0,4.0,5.0,2.0,4.0,2
8659,amazon,SDS Customer Service Advocate,2.0,3.0,3.0,1.0,1.0,5.0,3
8660,amazon,Human Resources Assistant,2.0,none,none,none,none,none,0
8661,amazon,Picker,2.0,3.0,1.0,1.0,4.0,1.0,0
8663,amazon,Manager,1.0,1.0,1.0,1.0,3.0,1.0,1
8665,amazon,"Shift Manager, Logistics",4.0,none,none,none,none,none,0
8666,amazon,FBA Investigation Specialist,4.0,4.0,4.0,4.0,5.0,5.0,0
8670,amazon,Order Picker,3.0,2.0,3.0,3.0,4.0,4.0,5
8676,amazon,Principal Solutions Architect,5.0,3.0,5.0,5.0,5.0,4.0,0
8677,amazon,Senior Sales Manager,5.0,3.0,5.0,5.0,5.0,5.0,0
8678,amazon,Senior Manager,5.0,4.0,5.0,5.0,4.0,4.0,0
8681,amazon,Sortation Associate,4.0,5.0,5.0,3.0,1.0,4.0,2
8682,amazon,HRBP Manager,5.0,1.0,3.0,3.0,5.0,3.0,1
8683,amazon,Software Developer Engineer Intern,4.0,2.0,4.0,5.0,5.0,3.0,0
8684,amazon,EHS Specialist,4.0,3.0,3.0,5.0,3.0,4.0,0
8689,amazon,Delivery Driver,5.0,5.0,5.0,5.0,5.0,5.0,0
8690,amazon,Sortation,1.0,1.0,1.0,1.0,3.0,1.0,0
8693,amazon,Tech Recruiter,3.0,3.0,3.0,1.0,4.0,4.0,2
8694,amazon,Amazon Fresh Warehouse Associate,3.0,3.0,2.0,2.0,3.0,2.0,0
8695,amazon,Speech and Language Annotator/Data Associate,3.0,5.0,3.0,4.0,2.0,4.0,0
8696,amazon,3P Seller,1.0,1.0,1.0,1.0,1.0,1.0,2
8699,amazon,Creative Services Coordinator,4.0,5.0,5.0,3.0,5.0,4.0,0
8700,amazon,Area Manager,4.0,3.0,4.0,5.0,4.0,5.0,0
8701,amazon,Warehouse Associate,4.0,2.0,2.0,2.0,3.0,2.0,0
8702,amazon,Software Engineer,4.0,3.0,4.0,4.0,4.0,3.0,0
8703,amazon,Grader,3.0,2.0,2.0,3.0,3.0,1.0,0
8704,amazon,Warehouse Associate,4.0,3.0,4.0,4.0,5.0,2.0,4
8705,amazon,Transportation Specialist,5.0,3.0,5.0,4.0,3.0,5.0,0
8707,amazon,Prime Shopper,4.0,5.0,3.0,5.0,4.0,2.0,2
8708,amazon,SDE2,4.0,4.0,5.0,5.0,3.0,5.0,0
8709,amazon,Order Picker,4.0,5.0,3.0,3.0,5.0,3.0,0
8710,amazon,Software Development Engineer,4.0,5.0,4.0,4.0,3.0,5.0,0
8712,amazon,Fulfillment Associate,3.0,3.0,3.0,3.0,2.0,2.0,1
8713,amazon,Stow,1.0,1.0,1.0,3.0,4.0,5.0,2
8715,amazon,Warehouse Associate,5.0,4.0,5.0,5.0,5.0,5.0,0
8716,amazon,Fulfillment Associate,5.0,4.0,4.0,5.0,4.0,3.0,2
8717,amazon,Senior Software Development Engineer,4.0,5.0,5.0,5.0,5.0,4.0,2
8719,amazon,Product Support Analyst,4.0,3.0,4.0,4.0,4.0,4.0,0
8725,amazon,Virtual Customer Service Representative,5.0,4.0,5.0,5.0,4.0,4.0,3
8726,amazon,Fullfilment Associate,5.0,5.0,4.0,5.0,5.0,3.0,0
8727,amazon,Business Analyst,5.0,5.0,5.0,5.0,5.0,5.0,0
8730,amazon,Senior Technical Program Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
8733,amazon,Core Campus Associate,4.0,4.0,5.0,3.0,4.0,3.0,0
8734,amazon,Packer,3.0,1.0,2.0,1.0,3.0,2.0,0
8735,amazon,Senior Technical Program Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
8736,amazon,Human Resources,5.0,4.0,5.0,5.0,5.0,5.0,0
8738,amazon,Software Development Manager,5.0,4.0,4.0,5.0,5.0,3.0,0
8739,amazon,Developer Advocate,5.0,5.0,4.0,5.0,5.0,5.0,0
8740,amazon,Instructional Designer,5.0,4.0,5.0,5.0,5.0,4.0,0
8741,amazon,Senior Program Manager,5.0,5.0,5.0,5.0,4.0,5.0,0
8743,amazon,Business Intelligence Engineer,5.0,5.0,5.0,5.0,5.0,5.0,2
8744,amazon,Sortation Associate,4.0,2.0,5.0,3.0,4.0,4.0,2
8745,amazon,Order Picker,2.0,3.0,2.0,2.0,3.0,2.0,0
8746,amazon,Data Associate,2.0,2.0,5.0,1.0,1.0,2.0,0
8749,amazon,Scanner,4.0,4.0,3.0,4.0,4.0,3.0,0
8750,amazon,Software Development Engineer,4.0,3.0,5.0,3.0,5.0,3.0,0
8752,amazon,Fulfillment Associate,4.0,3.0,4.0,5.0,5.0,5.0,0
8753,amazon,Fulfillment Associate,3.0,1.0,4.0,2.0,1.0,2.0,2
8756,amazon,Video Editor,3.0,3.0,3.0,3.0,3.0,1.0,0
8757,amazon,Vendor Specialist,3.0,none,none,none,none,none,0
8758,amazon,Senior Technical Program Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
8760,amazon,Fullfilment Associate,5.0,5.0,5.0,5.0,5.0,5.0,1
8761,amazon,FC - Operations Associate,5.0,4.0,5.0,5.0,3.0,5.0,1
8762,amazon,Systems Engineer,4.0,3.0,3.0,5.0,4.0,3.0,0
8763,amazon,Director,3.0,2.0,3.0,3.0,4.0,4.0,0
8765,amazon,Operations Manager,1.0,1.0,1.0,3.0,4.0,2.0,0
8767,amazon,Software Development Engineer,4.0,4.0,5.0,4.0,4.0,5.0,2
8773,amazon,Seasonal Fulfillment Associate,3.0,3.0,3.0,3.0,1.0,4.0,2
8774,amazon,Warehouse Associate,3.0,3.0,2.0,2.0,3.0,4.0,1
8775,amazon,Associate,3.0,4.0,3.0,1.0,4.0,3.0,1
8778,amazon,Personal Shopper,1.0,none,none,none,none,none,3
8779,amazon,Technical Curriculum Developer,5.0,4.0,5.0,5.0,5.0,none,4
8780,amazon,Solutions Architect,5.0,5.0,5.0,5.0,5.0,5.0,1
8781,amazon,Software Engineer,5.0,4.0,4.0,4.0,3.0,5.0,1
8782,amazon,Account Executive,4.0,4.0,5.0,5.0,4.0,5.0,0
8789,amazon,Senior Technical Product Manager,5.0,1.0,4.0,5.0,3.0,3.0,3
8790,amazon,Senior Security Architect,5.0,4.0,5.0,5.0,5.0,4.0,0
8794,amazon,Technical Curriculum Developer,5.0,4.0,5.0,5.0,5.0,none,4
8795,amazon,Solutions Architect,5.0,5.0,5.0,5.0,5.0,5.0,1
8796,amazon,Operarions Manager,4.0,3.0,3.0,4.0,5.0,3.0,0
8798,amazon,Software Development Engineer,3.0,2.0,2.0,2.0,2.0,2.0,0
8800,amazon,Order Picker,1.0,5.0,5.0,2.0,5.0,2.0,0
8801,amazon,Prime Now Associate,4.0,5.0,3.0,3.0,2.0,5.0,2
8806,amazon,Warehouse Associate,3.0,4.0,3.0,2.0,4.0,3.0,1
8808,amazon,Senior Marketing Manager,1.0,1.0,1.0,1.0,5.0,2.0,11
8809,amazon,Senior Marketing Manager,1.0,1.0,1.0,1.0,5.0,2.0,11
8810,amazon,Class A Truck Driver,5.0,5.0,5.0,5.0,5.0,5.0,0
8813,amazon,Picker,2.0,2.0,5.0,3.0,2.0,4.0,0
8815,amazon,Inbound Stow,4.0,4.0,5.0,4.0,3.0,5.0,0
8818,amazon,Corporate Counsel,4.0,3.0,4.0,5.0,4.0,4.0,1
8819,amazon,Sales,5.0,5.0,5.0,5.0,5.0,5.0,0
8820,amazon,BDM,5.0,3.0,5.0,5.0,4.0,5.0,0
8821,amazon,Senior Manager,5.0,4.0,4.0,5.0,5.0,4.0,0
8824,amazon,Operations Engineer,5.0,3.0,5.0,5.0,4.0,4.0,0
8826,amazon,Data Scientist,5.0,5.0,5.0,5.0,4.0,5.0,0
8827,amazon,SDE-III,5.0,5.0,5.0,5.0,5.0,5.0,0
8828,amazon,Software Development Engineer,5.0,5.0,5.0,5.0,4.0,5.0,0
8829,amazon,Assistant Retail Experience Manager (AREM),5.0,5.0,5.0,5.0,5.0,5.0,0
8830,amazon,Business Intelligence Engineer,5.0,4.0,5.0,5.0,5.0,4.0,0
8831,amazon,Systems Engineer,5.0,5.0,5.0,5.0,5.0,3.0,0
8832,amazon,CSA,5.0,5.0,5.0,5.0,5.0,5.0,0
8834,amazon,Sortation Associate,1.0,2.0,1.0,1.0,2.0,1.0,3
8836,amazon,Inbound Sales Supervisor,5.0,3.0,5.0,5.0,5.0,5.0,1
8837,amazon,Amazon Warehouse Worker,4.0,4.0,4.0,4.0,5.0,4.0,0
8838,amazon,Applied Scientist,4.0,4.0,4.0,5.0,5.0,5.0,0
8840,amazon,Logistics Associate,3.0,1.0,3.0,3.0,3.0,3.0,1
8843,amazon,Process Assistant,3.0,2.0,3.0,2.0,3.0,2.0,0
8844,amazon,Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
8845,amazon,Packer,5.0,5.0,5.0,4.0,3.0,5.0,0
8847,amazon,Warehouse,1.0,1.0,1.0,1.0,1.0,1.0,0
8851,amazon,Ops Administrative,3.0,1.0,1.0,3.0,5.0,2.0,2
8852,amazon,Area Manager,5.0,3.0,5.0,5.0,5.0,4.0,3
8853,amazon,Fullfilment Associate,5.0,5.0,5.0,5.0,4.0,5.0,1
8854,amazon,Software Development Manager,5.0,4.0,5.0,4.0,4.0,4.0,0
8856,amazon,"Manager, Solution Architect",5.0,4.0,5.0,5.0,4.0,4.0,2
8858,amazon,Customer Service Representative,5.0,5.0,5.0,3.0,none,5.0,1
8859,amazon,Area Manager,3.0,2.0,5.0,5.0,3.0,5.0,0
8860,amazon,Receiving,3.0,3.0,3.0,3.0,4.0,2.0,0
8862,amazon,Regional IT Manager,5.0,4.0,4.0,4.0,5.0,5.0,0
8863,amazon,AWS Sales Operations,5.0,4.0,5.0,5.0,4.0,4.0,0
8866,amazon,Associate,1.0,1.0,2.0,1.0,2.0,2.0,1
8867,amazon,Area Manager,5.0,4.0,5.0,5.0,3.0,4.0,1
8871,amazon,Associate Tier One,3.0,3.0,3.0,3.0,4.0,3.0,3
8872,amazon,Cloud Support Associate,3.0,3.0,3.0,3.0,3.0,3.0,0
8875,amazon,Inventory Control Quality Assurance,3.0,2.0,2.0,3.0,3.0,2.0,0
8876,amazon,Executive Assistant II,4.0,3.0,5.0,5.0,4.0,5.0,4
8877,amazon,CSNA VCS Team Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
8879,amazon,Senior Software Development Manager,5.0,4.0,5.0,5.0,3.0,4.0,0
8880,amazon,Sortation Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
8881,amazon,Delivery Driver,5.0,4.0,4.0,5.0,4.0,4.0,0
8884,amazon,Senior Marketing Manager,5.0,5.0,5.0,5.0,4.0,4.0,0
8885,amazon,FC Associate Tier I,2.0,2.0,3.0,2.0,3.0,3.0,1
8887,amazon,Merch Flow Associate,1.0,2.0,3.0,5.0,3.0,3.0,0
8888,amazon,Financial Analyst,5.0,4.0,5.0,5.0,5.0,5.0,2
8889,amazon,Senior Product Manager,5.0,4.0,5.0,4.0,4.0,5.0,2
8892,amazon,Sorter/Scanner,4.0,4.0,4.0,4.0,4.0,4.0,0
8893,amazon,Systems Engineer,4.0,3.0,5.0,5.0,5.0,5.0,0
8894,amazon,Fulfillment Associate,4.0,3.0,3.0,5.0,4.0,2.0,0
8895,amazon,Operations Manager,4.0,2.0,3.0,4.0,5.0,3.0,0
8898,amazon,Software Development Engineer,5.0,3.0,4.0,5.0,4.0,5.0,0
8899,amazon,Ops Administrative Human Resources,5.0,5.0,5.0,5.0,5.0,4.0,0
8900,amazon,RAS,5.0,5.0,5.0,5.0,5.0,5.0,0
8901,amazon,"Inbound Stow &amp, Problem Solve",5.0,4.0,4.0,4.0,5.0,4.0,0
8902,amazon,District Sales Manager,5.0,4.0,4.0,5.0,4.0,4.0,0
8903,amazon,Entry Level Inbound Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
8904,amazon,Software Development Manager,5.0,4.0,5.0,4.0,4.0,5.0,0
8905,amazon,Process Assistant,5.0,3.0,4.0,5.0,5.0,3.0,0
8906,amazon,Packer,5.0,1.0,1.0,1.0,none,1.0,0
8912,amazon,Warehouse Associate,5.0,none,none,none,none,none,1
8916,amazon,FC Associate I,4.0,4.0,4.0,5.0,5.0,4.0,0
8917,amazon,Inbound Stow,4.0,5.0,5.0,5.0,5.0,5.0,0
8919,amazon,Warehouse Associate,1.0,1.0,1.0,1.0,5.0,1.0,2
8920,amazon,Sortation Associate,4.0,4.0,3.0,3.0,3.0,3.0,1
8922,amazon,Business Generalist,5.0,5.0,5.0,5.0,5.0,5.0,0
8925,amazon,Senior Program Manager,2.0,1.0,1.0,5.0,3.0,2.0,1
8926,amazon,Returns,1.0,1.0,1.0,1.0,1.0,1.0,0
8927,amazon,Senior Operations Manager,5.0,4.0,5.0,4.0,5.0,4.0,2
8930,amazon,Warehouse Associate,2.0,1.0,1.0,5.0,5.0,3.0,0
8932,amazon,Technical Recruiter,5.0,5.0,5.0,5.0,4.0,4.0,1
8933,amazon,3PL Operations Liaison,5.0,5.0,5.0,5.0,5.0,5.0,1
8934,amazon,Global Sales Manager,5.0,5.0,5.0,5.0,5.0,5.0,1
8935,amazon,Solutions Architect,5.0,5.0,5.0,5.0,5.0,5.0,1
8936,amazon,Solutions Architect,5.0,4.0,5.0,5.0,5.0,5.0,1
8938,amazon,Recruiting Coordinator,5.0,4.0,5.0,5.0,5.0,4.0,1
8939,amazon,Tier I Pick Ambassador/Amnesty Tech,4.0,5.0,3.0,5.0,3.0,5.0,0
8943,amazon,Shipping Clerk,4.0,4.0,1.0,5.0,3.0,3.0,0
8946,amazon,Cloud Support Associate,3.0,5.0,1.0,5.0,5.0,1.0,0
8947,amazon,Warehouse Associate,3.0,1.0,5.0,4.0,5.0,4.0,0
8948,amazon,Prime Shopper,1.0,1.0,1.0,1.0,1.0,1.0,2
8949,amazon,Seasonal Part Time Flex SDS Agent,2.0,1.0,3.0,2.0,2.0,3.0,1
8950,amazon,Stower,1.0,1.0,5.0,5.0,5.0,5.0,0
8952,amazon,Scanner,1.0,5.0,1.0,1.0,5.0,1.0,0
8958,amazon,Process Guide,4.0,4.0,4.0,4.0,5.0,3.0,0
8961,amazon,Tier I Pick Ambassador/Amnesty Tech,4.0,5.0,3.0,5.0,3.0,5.0,0
8964,amazon,Tax Analyst,3.0,4.0,4.0,4.0,4.0,4.0,1
8965,amazon,Software Development Engineer,2.0,1.0,3.0,2.0,3.0,1.0,2
8968,amazon,Senior Human Resources Business Partner,4.0,4.0,5.0,5.0,4.0,4.0,1
8969,amazon,Senior Human Resources Business Partner,4.0,4.0,5.0,5.0,4.0,4.0,1
8970,amazon,Delivery Driver,5.0,5.0,5.0,3.0,5.0,4.0,0
8971,amazon,Sortation Associate,5.0,4.0,4.0,4.0,3.0,4.0,0
8972,amazon,Staffing Lead,5.0,5.0,5.0,5.0,5.0,5.0,0
8974,amazon,Sortation Associate,4.0,3.0,4.0,4.0,2.0,3.0,0
8976,amazon,Software Engineer,4.0,3.0,3.0,5.0,4.0,3.0,0
8978,amazon,Human Resources Program Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0
8979,amazon,Technical Program Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
8980,amazon,Cloud Support Associate,5.0,4.0,5.0,5.0,4.0,5.0,0
8981,amazon,Prep Problem Solver and Ambassador,5.0,4.0,3.0,5.0,5.0,5.0,0
8982,amazon,Software Development Manager,5.0,3.0,5.0,5.0,5.0,5.0,0
8983,amazon,Delivery Driver,5.0,5.0,5.0,3.0,5.0,4.0,0
8985,amazon,Sortation Associate,2.0,2.0,4.0,2.0,2.0,1.0,0
8986,amazon,Warehouse Associate,1.0,3.0,4.0,3.0,5.0,1.0,1
8987,amazon,Transportation Specialist,5.0,4.0,5.0,5.0,4.0,4.0,1
8990,amazon,Seasonal Associate,3.0,2.0,3.0,2.0,3.0,3.0,0
8992,amazon,Sales Representative,3.0,2.0,2.0,2.0,5.0,1.0,0
8994,amazon,Technical Services Problem-Solver,3.0,1.0,3.0,4.0,5.0,1.0,0
8995,amazon,Solutions Architect,5.0,5.0,5.0,5.0,5.0,5.0,0
8996,amazon,Problem Solve PA,5.0,5.0,5.0,5.0,5.0,5.0,0
8999,amazon,Regional Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
9000,amazon,Software Development Engineer,5.0,4.0,4.0,5.0,4.0,4.0,0
9001,amazon,Software Engineer,5.0,4.0,4.0,5.0,5.0,5.0,0
9006,amazon,Software Development Engineer,5.0,5.0,5.0,5.0,4.0,5.0,0
9007,amazon,Program Manager,5.0,4.0,4.0,5.0,5.0,4.0,0
9008,amazon,EHS Specialist,5.0,4.0,5.0,5.0,5.0,5.0,0
9009,amazon,Logistics,5.0,5.0,5.0,5.0,5.0,5.0,0
9010,amazon,Senior Program Manager,5.0,4.0,5.0,5.0,3.0,5.0,0
9011,amazon,Operations Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
9012,amazon,Software Development Engineer,5.0,3.0,5.0,5.0,4.0,4.0,0
9013,amazon,RME Tech III,5.0,5.0,5.0,4.0,4.0,4.0,0
9014,amazon,Sales Operations Lead,5.0,4.0,5.0,5.0,5.0,5.0,0
9015,amazon,Software Development Engineer II,5.0,4.0,5.0,5.0,5.0,5.0,0
9019,amazon,Senior Learning and Talent Development Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0
9021,amazon,Software Development Engineer Intern,5.0,5.0,4.0,4.0,5.0,5.0,0
9022,amazon,Senior Software Development Engineer,5.0,4.0,5.0,5.0,5.0,5.0,0
9023,amazon,Senior Software Engineer,5.0,4.0,5.0,4.0,5.0,3.0,0
9024,amazon,Senior Product Manager,5.0,4.0,5.0,5.0,4.0,5.0,0
9025,amazon,Senior Manager,5.0,3.0,4.0,4.0,5.0,5.0,0
9026,amazon,Logistics Specialist,5.0,4.0,5.0,3.0,5.0,3.0,0
9027,amazon,IT Support,5.0,5.0,5.0,5.0,5.0,5.0,0
9028,amazon,Order Picker,2.0,4.0,3.0,3.0,1.0,3.0,1
9029,amazon,Data Entry Clerk,1.0,1.0,1.0,1.0,1.0,1.0,0
9030,amazon,Pick/Packer,1.0,1.0,2.0,5.0,5.0,2.0,0
9032,amazon,Technical Account Manager,1.0,1.0,1.0,2.0,1.0,1.0,1
9033,amazon,Software Engineering,4.0,3.0,3.0,5.0,4.0,4.0,0
9034,amazon,Senior Human Resources Manager,4.0,3.0,5.0,5.0,4.0,4.0,0
9035,amazon,Associate,4.0,3.0,3.0,5.0,5.0,3.0,0
9036,amazon,Senior Program Manager,4.0,5.0,5.0,5.0,5.0,4.0,0
9042,amazon,Shipping,5.0,4.0,5.0,4.0,5.0,4.0,0
9044,amazon,Systems Engineer II,5.0,5.0,5.0,5.0,5.0,5.0,0
9045,amazon,Product Manager I,5.0,5.0,5.0,5.0,5.0,5.0,0
9046,amazon,Senior Manager,5.0,4.0,4.0,5.0,4.0,4.0,0
9048,amazon,Principal Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
9051,amazon,Network Engineer,5.0,4.0,5.0,5.0,5.0,4.0,0
9052,amazon,Senior Technical Program Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
9053,amazon,Senior Software Engineer,5.0,3.0,4.0,5.0,4.0,3.0,0
9054,amazon,Business Development,5.0,5.0,5.0,4.0,5.0,5.0,0
9056,amazon,Senior Associate Vendor Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
9057,amazon,Trainer,5.0,5.0,5.0,5.0,5.0,5.0,0
9058,amazon,Recruiter,4.0,3.0,3.0,3.0,1.0,1.0,2
9061,amazon,Sales Manager,4.0,2.0,4.0,3.0,5.0,4.0,0
9062,amazon,Senior Product Manager,4.0,3.0,4.0,4.0,4.0,3.0,0
9063,amazon,Director,4.0,3.0,4.0,4.0,4.0,5.0,0
9064,amazon,Chief Engineer,4.0,3.0,5.0,5.0,2.0,3.0,0
9067,amazon,Business Development Manager,4.0,2.0,5.0,5.0,4.0,5.0,1
9069,amazon,Area Manager,5.0,4.0,4.0,5.0,5.0,5.0,0
9070,amazon,Fulfillment Associate,5.0,5.0,3.0,5.0,5.0,5.0,0
9071,amazon,Account Health Support,1.0,1.0,1.0,1.0,3.0,1.0,3
9074,amazon,Fulfillment Associate,4.0,none,none,none,none,none,0
9084,amazon,IT Support Engineer,2.0,3.0,2.0,2.0,4.0,1.0,3
9086,amazon,SDE2,2.0,1.0,1.0,4.0,5.0,1.0,0
9087,amazon,Amazon Warehouse Worker,2.0,2.0,2.0,2.0,3.0,2.0,0
9089,amazon,Assistant Manager,4.0,4.0,5.0,2.0,5.0,5.0,0
9095,amazon,Warehouse Worker,3.0,3.0,1.0,1.0,1.0,1.0,1
9098,amazon,Operations,3.0,3.0,3.0,3.0,4.0,3.0,0
9101,amazon,Senior Product Manager,5.0,2.0,5.0,5.0,5.0,5.0,0
9102,amazon,Fulfillment Associate,1.0,1.0,1.0,3.0,3.0,1.0,0
9103,amazon,Software Development Engineer-II,5.0,5.0,5.0,5.0,4.0,5.0,8
9104,amazon,Tier One,4.0,3.0,3.0,5.0,3.0,3.0,0
9105,amazon,Picker,3.0,2.0,4.0,3.0,5.0,3.0,1
9106,amazon,Ops Administrative,3.0,3.0,3.0,4.0,4.0,3.0,0
9107,amazon,Picker,3.0,2.0,5.0,5.0,4.0,5.0,0
9109,amazon,Senior Program Manager,3.0,2.0,4.0,4.0,4.0,2.0,0
9110,amazon,Problem Solver,3.0,2.0,4.0,3.0,5.0,4.0,0
9111,amazon,Associate I,3.0,1.0,3.0,3.0,4.0,3.0,0
9114,amazon,Warehouse Packer,2.0,3.0,1.0,1.0,4.0,1.0,3
9115,amazon,Outbound Orders,2.0,3.0,4.0,2.0,3.0,1.0,0
9117,amazon,Yard Specialist,4.0,3.0,3.0,4.0,4.0,3.0,0
9118,amazon,Warehouse Fulfillment Associate,3.0,2.0,2.0,3.0,3.0,2.0,0
9120,amazon,HRBP,5.0,2.0,5.0,5.0,5.0,5.0,0
9122,amazon,Contracts Manager,5.0,4.0,5.0,5.0,5.0,5.0,1
9126,amazon,Inbound Stow (for Two Months),3.0,4.0,1.0,3.0,4.0,1.0,0
9127,amazon,Ambassador,5.0,3.0,5.0,5.0,5.0,5.0,0
9131,amazon,Investigations Specialist,2.0,2.0,2.0,2.0,2.0,2.0,1
